token,category,is_distress,rationale
fargo,NEUTRAL_BENIGN,0,Bank name reference only
fico,NEUTRAL_BENIGN,0,Credit score metric mention
forget,NEUTRAL_BENIGN,0,Conversational verb
high debt,DEBT_PRESSURE,1,Explicit heavy debt burden
honest,NEUTRAL_BENIGN,0,Trust-building conversational sentiment
income year,NEUTRAL_BENIGN,0,routine income description
invest far,NEUTRAL_BENIGN,0,investment prose
january,NEUTRAL_BENIGN,0,calendar month
long term,NEUTRAL_BENIGN,0,routine loan tenor
loss,SHOCK_EMERGENCY,1,suggests job or income loss
lump,NEUTRAL_BENIGN,0,lump sum payment logistics
mile,NEUTRAL_BENIGN,0,generic distance term
min,DEBT_PRESSURE,1,likely minimum payments only
money month,NEUTRAL_BENIGN,0,generic monthly money mention
normal,NEUTRAL_BENIGN,0,neutral descriptor
organization,NEUTRAL_BENIGN,0,employer reference
pay exist,NEUTRAL_BENIGN,0,paying existing obligations
pay soon,LIQUIDITY_SHORTAGE,1,implies urgent near-term payment need
payment work,NEUTRAL_BENIGN,0,routine payment logistics
previously,NEUTRAL_BENIGN,0,conversational time reference
relocate,NEUTRAL_BENIGN,0,planned life event
special,NEUTRAL_BENIGN,0,generic positive descriptor
stick,NEUTRAL_BENIGN,0,conversational commitment language
study,NEUTRAL_BENIGN,0,education plans
website,NEUTRAL_BENIGN,0,platform logistics
year half,NEUTRAL_BENIGN,0,time duration
add additional,NEUTRAL_BENIGN,0,generic additive phrasing
add look,NEUTRAL_BENIGN,0,conversational filler
agree,NEUTRAL_BENIGN,0,agreement language
automatic,NEUTRAL_BENIGN,0,automatic payment setup
bless,NEUTRAL_BENIGN,0,positive sentiment
bring home,NEUTRAL_BENIGN,0,take-home pay reference
business year,NEUTRAL_BENIGN,0,business tenure
card consolidate,DEBT_PRESSURE,1,credit card debt consolidation
close credit,DEBT_PRESSURE,1,closing or maxed credit lines
clothe,NEUTRAL_BENIGN,0,routine spending category
consistent,NEUTRAL_BENIGN,0,stability signal
consult,NEUTRAL_BENIGN,0,occupation or advice
current monthly,NEUTRAL_BENIGN,0,routine monthly figures
current position,NEUTRAL_BENIGN,0,stable employment reference
direct,NEUTRAL_BENIGN,0,direct payment logistics
directly,NEUTRAL_BENIGN,0,conversational adverb
discover card,DEBT_PRESSURE,1,named credit card balance
eliminate debt,DEBT_PRESSURE,1,debt burden removal intent
energy,NEUTRAL_BENIGN,0,utility or generic term
eventually,NEUTRAL_BENIGN,0,conversational time adverb
february,NEUTRAL_BENIGN,0,calendar month
gift,NEUTRAL_BENIGN,0,planned gifting expense
grad,NEUTRAL_BENIGN,0,education milestone
head,NEUTRAL_BENIGN,0,generic prose word
home add,NEUTRAL_BENIGN,0,home improvement addition
institution,NEUTRAL_BENIGN,0,financial institution reference
involve,NEUTRAL_BENIGN,0,generic verb
lower payment,NEUTRAL_BENIGN,0,refinance to reduce payment
mba,NEUTRAL_BENIGN,0,education credential
nearly year,NEUTRAL_BENIGN,0,generic time reference
new york,NEUTRAL_BENIGN,0,geographic location
notice,NEUTRAL_BENIGN,0,generic conversational term
partner,NEUTRAL_BENIGN,0,relationship or business reference
pay good,NEUTRAL_BENIGN,0,positive income sentiment
peer,NEUTRAL_BENIGN,0,platform terminology
plan consolidate,NEUTRAL_BENIGN,0,routine consolidation planning
principal,NEUTRAL_BENIGN,0,standard loan terminology
purpose consolidate,NEUTRAL_BENIGN,0,routine stated loan purpose
remain balance,DEBT_PRESSURE,1,outstanding balance still owed
significantly,NEUTRAL_BENIGN,0,generic intensifier
team,NEUTRAL_BENIGN,0,workplace reference
transportation,NEUTRAL_BENIGN,0,routine expense category
truly,NEUTRAL_BENIGN,0,generic emphasis word
use payoff,NEUTRAL_BENIGN,0,routine debt payoff intent
weekend,NEUTRAL_BENIGN,0,generic time reference
york,NEUTRAL_BENIGN,0,geographic location
additionally,NEUTRAL_BENIGN,0,generic connector
analyst,NEUTRAL_BENIGN,0,occupation reference
background,NEUTRAL_BENIGN,0,general narrative prose
development,NEUTRAL_BENIGN,0,generic business term
disability,SHOCK_EMERGENCY,1,health shock impairing income
end month,LIQUIDITY_SHORTAGE,1,month-end cash squeeze signal
end year,NEUTRAL_BENIGN,0,generic time reference
enter,NEUTRAL_BENIGN,0,generic verb
gross income,NEUTRAL_BENIGN,0,standard income disclosure
home repair,SHOCK_EMERGENCY,1,urgent property repair need
income monthly,NEUTRAL_BENIGN,0,routine income statement
lifestyle,NEUTRAL_BENIGN,0,general descriptive prose
little bite,NEUTRAL_BENIGN,0,minor colloquial qualifier
location,NEUTRAL_BENIGN,0,geographic reference
mid,NEUTRAL_BENIGN,0,generic modifier
near future,NEUTRAL_BENIGN,0,generic time reference
originally,NEUTRAL_BENIGN,0,narrative connector
paint,NEUTRAL_BENIGN,0,home improvement task
pay lend,NEUTRAL_BENIGN,0,routine repayment reference
pay student,NEUTRAL_BENIGN,0,student loan repayment routine
phone internet,NEUTRAL_BENIGN,0,routine utility expense
plenty,NEUTRAL_BENIGN,0,positive sufficiency sentiment
pre,NEUTRAL_BENIGN,0,fragment prefix
priority,NEUTRAL_BENIGN,0,generic planning term
rate card,DEBT_PRESSURE,1,high rate credit card burden
regular,NEUTRAL_BENIGN,0,stability descriptor
rent car,NEUTRAL_BENIGN,0,routine transportation expense
responsible person,NEUTRAL_BENIGN,0,positive borrower self-description
restaurant,NEUTRAL_BENIGN,0,employment or spending context
semester,NEUTRAL_BENIGN,0,planned education timeline
sister,NEUTRAL_BENIGN,0,family reference
staff,NEUTRAL_BENIGN,0,employment reference
stress,NEUTRAL_BENIGN,0,general emotional prose
test,NEUTRAL_BENIGN,0,generic non-financial term
use card,DEBT_PRESSURE,1,credit card usage reliance
write,NEUTRAL_BENIGN,0,conversational prose
year late,LIQUIDITY_SHORTAGE,1,past due for a year
basically,NEUTRAL_BENIGN,0,filler word
boat,NEUTRAL_BENIGN,0,discretionary purchase item
budget pay,NEUTRAL_BENIGN,0,routine budgeting language
center,NEUTRAL_BENIGN,0,generic noun
commercial,NEUTRAL_BENIGN,0,business descriptor
county,NEUTRAL_BENIGN,0,geographic reference
dedicate,NEUTRAL_BENIGN,0,positive commitment language
depend,NEUTRAL_BENIGN,0,ambiguous general verb
eliminate credit,DEBT_PRESSURE,1,seeking to wipe out card debt
extend,NEUTRAL_BENIGN,0,routine term extension language
fit,NEUTRAL_BENIGN,0,generic descriptor
grant,NEUTRAL_BENIGN,0,routine approval language
hesitate ask,NEUTRAL_BENIGN,0,conversational politeness phrase
home month,NEUTRAL_BENIGN,0,routine housing payment reference
insurance car,NEUTRAL_BENIGN,0,routine expense category
load,NEUTRAL_BENIGN,0,ambiguous generic term
mortgage car,NEUTRAL_BENIGN,0,routine secured obligations listing
network,NEUTRAL_BENIGN,0,generic professional term
order pay,NEUTRAL_BENIGN,0,routine payment logistics
pay medical,SHOCK_EMERGENCY,1,covering medical bills
pay remain,NEUTRAL_BENIGN,0,routine remaining balance payment
pay work,NEUTRAL_BENIGN,0,employment related payment
quality,NEUTRAL_BENIGN,0,positive generic descriptor
raise rat,DEBT_PRESSURE,1,rising interest rate burden
relocation,NEUTRAL_BENIGN,0,planned life event
serve,NEUTRAL_BENIGN,0,generic verb
stock,NEUTRAL_BENIGN,0,investment reference
struggle,LIQUIDITY_SHORTAGE,1,difficulty meeting expenses
true,NEUTRAL_BENIGN,0,conversational assertion
verification,NEUTRAL_BENIGN,0,routine loan processing
word,NEUTRAL_BENIGN,0,conversational filler
year use,NEUTRAL_BENIGN,0,generic time reference
additional income,NEUTRAL_BENIGN,0,positive income capacity
appreciate add,NEUTRAL_BENIGN,0,polite gratitude phrase
card car,NEUTRAL_BENIGN,0,routine obligations listing
catch,LIQUIDITY_SHORTAGE,1,catching up on behind payments
consolidation pay,DEBT_PRESSURE,1,consolidating existing debt load
construction,NEUTRAL_BENIGN,0,industry or project reference
continue pay,NEUTRAL_BENIGN,0,routine ongoing payment
debt accrue,DEBT_PRESSURE,1,mounting accumulating debt
debt currently,DEBT_PRESSURE,1,existing debt load reference
december,NEUTRAL_BENIGN,0,calendar reference
deduct,NEUTRAL_BENIGN,0,routine payroll deduction
dependable,NEUTRAL_BENIGN,0,positive reliability trait
district,NEUTRAL_BENIGN,0,geographic reference
ease,NEUTRAL_BENIGN,0,general positive sentiment
efficient,NEUTRAL_BENIGN,0,positive descriptive sentiment
expense rent,LIQUIDITY_SHORTAGE,1,rent expense cash-flow burden
girl,NEUTRAL_BENIGN,0,conversational family reference
high school,NEUTRAL_BENIGN,0,routine life/education reference
highest,NEUTRAL_BENIGN,0,generic superlative without context
impact,NEUTRAL_BENIGN,0,generic prose term
irs,NEUTRAL_BENIGN,0,tax agency mention routine
layoff,SHOCK_EMERGENCY,1,sudden job loss
minimum monthly,DEBT_PRESSURE,1,minimum payments signal debt load
moment,NEUTRAL_BENIGN,0,generic temporal prose
older,NEUTRAL_BENIGN,0,descriptive age reference
outstanding debt,DEBT_PRESSURE,1,explicit unpaid debt balance
pay owe,DEBT_PRESSURE,1,owed amounts indicate obligation load
pay quicker,NEUTRAL_BENIGN,0,intent to accelerate repayment
pay tax,NEUTRAL_BENIGN,0,routine tax payment logistics
payment current,NEUTRAL_BENIGN,0,accounts in good standing
payment currently,NEUTRAL_BENIGN,0,routine payment status description
payment life,NEUTRAL_BENIGN,0,generic payment prose
payment payment,NEUTRAL_BENIGN,0,repetitive routine payment mention
percent,NEUTRAL_BENIGN,0,generic rate reference
question ask,NEUTRAL_BENIGN,0,conversational lender interaction
rat pay,NEUTRAL_BENIGN,0,garbled rate/payment reference
renovation,NEUTRAL_BENIGN,0,planned home improvement project
rid debt,DEBT_PRESSURE,1,desire to eliminate debt burden
save month,NEUTRAL_BENIGN,0,monthly savings positive framing
self employ,NEUTRAL_BENIGN,0,employment status description
split,NEUTRAL_BENIGN,0,generic allocation term
stable position,NEUTRAL_BENIGN,0,stable employment signal
tax return,NEUTRAL_BENIGN,0,routine financial documentation
thousand,NEUTRAL_BENIGN,0,generic amount reference
unsecured,DEBT_PRESSURE,1,unsecured debt exposure
work pay,NEUTRAL_BENIGN,0,employment income reference
year help,NEUTRAL_BENIGN,0,generic prose phrase
add really,NEUTRAL_BENIGN,0,conversational filler
annual income,NEUTRAL_BENIGN,0,routine income disclosure
basement,NEUTRAL_BENIGN,0,home improvement context
card higher,DEBT_PRESSURE,1,higher card rates mounting interest
choice,NEUTRAL_BENIGN,0,generic decision prose
contribution,NEUTRAL_BENIGN,0,routine savings or payment term
currently employ,NEUTRAL_BENIGN,0,stable employment status
daily,NEUTRAL_BENIGN,0,generic frequency term
debt good,NEUTRAL_BENIGN,0,positive framing of debt standing
expense include,NEUTRAL_BENIGN,0,routine budget listing
fund purchase,NEUTRAL_BENIGN,0,planned purchase financing
gain,NEUTRAL_BENIGN,0,positive generic term
group,NEUTRAL_BENIGN,0,generic noun
healthcare,SHOCK_EMERGENCY,1,medical cost exposure
household income,NEUTRAL_BENIGN,0,routine income disclosure
industry year,NEUTRAL_BENIGN,0,employment tenure reference
ira,NEUTRAL_BENIGN,0,retirement account reference
job extremely,NEUTRAL_BENIGN,0,employment descriptor fragment
know question,NEUTRAL_BENIGN,0,conversational prose with lender
landscape,NEUTRAL_BENIGN,0,routine home or work context
light,NEUTRAL_BENIGN,0,generic ambiguous term
low risk,NEUTRAL_BENIGN,0,positive borrower self-assessment
lump sum,NEUTRAL_BENIGN,0,routine payment logistics
maintenance,NEUTRAL_BENIGN,0,routine upkeep expense
marry year,NEUTRAL_BENIGN,0,planned life event
money consolidate,DEBT_PRESSURE,1,debt consolidation signals debt load
money save,NEUTRAL_BENIGN,0,positive savings sentiment
month car,NEUTRAL_BENIGN,0,routine monthly auto payment
month debt,DEBT_PRESSURE,1,monthly debt obligation burden
monthly net,NEUTRAL_BENIGN,0,routine income disclosure
night,NEUTRAL_BENIGN,0,generic time reference
past month,NEUTRAL_BENIGN,0,generic time reference
pay revolve,DEBT_PRESSURE,1,revolving credit balance payoff
payment job,NEUTRAL_BENIGN,0,employment and payment logistics
payment rate,NEUTRAL_BENIGN,0,routine loan terms
plan purchase,NEUTRAL_BENIGN,0,planned discretionary purchase
positive,NEUTRAL_BENIGN,0,positive sentiment
purchase house,NEUTRAL_BENIGN,0,planned major life purchase
quick,NEUTRAL_BENIGN,0,generic speed descriptor
reduce debt,DEBT_PRESSURE,1,indicates existing debt burden
rent month,NEUTRAL_BENIGN,0,routine housing expense
rsquo,NEUTRAL_BENIGN,0,encoding artifact of apostrophe
simple,NEUTRAL_BENIGN,0,generic descriptor
sit,NEUTRAL_BENIGN,0,generic conversational verb
speak,NEUTRAL_BENIGN,0,conversational prose
specialist,NEUTRAL_BENIGN,0,occupation or medical role
successfully,NEUTRAL_BENIGN,0,positive sentiment
surprise,SHOCK_EMERGENCY,1,unexpected event language
upcoming,NEUTRAL_BENIGN,0,planned future event
utility phone,LIQUIDITY_SHORTAGE,1,basic living expense coverage need
yes,NEUTRAL_BENIGN,0,conversational affirmation
add year,NEUTRAL_BENIGN,0,generic time reference
additional information,NEUTRAL_BENIGN,0,routine application disclosure
car car,NEUTRAL_BENIGN,0,routine vehicle reference
car credit,NEUTRAL_BENIGN,0,auto financing logistics
car repair,SHOCK_EMERGENCY,1,urgent unexpected vehicle repair
card personal,NEUTRAL_BENIGN,0,generic credit card mention
certify,NEUTRAL_BENIGN,0,routine attestation language
college year,NEUTRAL_BENIGN,0,education timeline mention
consolidate lower,DEBT_PRESSURE,1,consolidating debt to lower rates
consumer,NEUTRAL_BENIGN,0,generic economic term
debt college,DEBT_PRESSURE,1,student debt burden
debt month,DEBT_PRESSURE,1,recurring monthly debt load
demand,NEUTRAL_BENIGN,0,generic ambiguous term
dog,NEUTRAL_BENIGN,0,pet mention conversational
don hesitate,NEUTRAL_BENIGN,0,polite conversational closing
easy payment,NEUTRAL_BENIGN,0,positive repayment framing
error,NEUTRAL_BENIGN,0,Generic conversational term
extra cash,LIQUIDITY_SHORTAGE,1,Signals need for additional cash flow
fiancee,NEUTRAL_BENIGN,0,Planned life event context
fund add,NEUTRAL_BENIGN,0,Routine loan funding logistics
homeowner,NEUTRAL_BENIGN,0,Stable asset ownership
legal,NEUTRAL_BENIGN,0,Ambiguous routine legal reference
man,NEUTRAL_BENIGN,0,Generic conversational prose
mark,NEUTRAL_BENIGN,0,Generic term
miss late,LIQUIDITY_SHORTAGE,1,Indicates missed or late payments
outright,NEUTRAL_BENIGN,0,Routine descriptive term
party,NEUTRAL_BENIGN,0,Planned event or generic prose
payment instead,NEUTRAL_BENIGN,0,Routine payment restructuring language
percentage,NEUTRAL_BENIGN,0,Generic rate reference
power,NEUTRAL_BENIGN,0,Generic term
quickly possible,LIQUIDITY_SHORTAGE,1,Urgency for immediate funds
rack,DEBT_PRESSURE,1,Racked up mounting debt
residence,NEUTRAL_BENIGN,0,Routine housing reference
rise,DEBT_PRESSURE,1,Rising rates or balances
second job,NEUTRAL_BENIGN,0,Additional employment income
seriously,NEUTRAL_BENIGN,0,Generic emphasis word
sole,NEUTRAL_BENIGN,0,Sole earner or owner descriptor
solution,NEUTRAL_BENIGN,0,Positive framing of loan
vary,NEUTRAL_BENIGN,0,Generic descriptive term
year come,NEUTRAL_BENIGN,0,Forward-looking planning language
actual,NEUTRAL_BENIGN,0,Generic qualifier
add home,NEUTRAL_BENIGN,0,Home improvement planning
add wife,NEUTRAL_BENIGN,0,Household description
advance help,HIGH_RISK_REFINANCING,1,Suggests cash advance borrowing
bike,NEUTRAL_BENIGN,0,Routine purchase item
brother,NEUTRAL_BENIGN,0,Family reference
build credit,NEUTRAL_BENIGN,0,Positive credit-building intent
clarify,NEUTRAL_BENIGN,0,Conversational prose
confidence,NEUTRAL_BENIGN,0,Positive sentiment
credit limit,DEBT_PRESSURE,1,Credit line utilization pressure
dear,NEUTRAL_BENIGN,0,Conversational salutation
debt high,DEBT_PRESSURE,1,Explicit high debt load
debt mortgage,DEBT_PRESSURE,1,Combined debt and mortgage burden
emergency fund,SHOCK_EMERGENCY,1,Emergency reserve need
employment year,NEUTRAL_BENIGN,0,Stable employment tenure
engage,NEUTRAL_BENIGN,0,Planned life event
financial freedom,NEUTRAL_BENIGN,0,Positive aspirational sentiment
financial obligation,DEBT_PRESSURE,1,Existing debt obligations
fund help,NEUTRAL_BENIGN,0,Routine funding request
good payment,NEUTRAL_BENIGN,0,Positive repayment history
help save,NEUTRAL_BENIGN,0,Positive savings intent
house payment,NEUTRAL_BENIGN,0,Routine housing expense
immediate,LIQUIDITY_SHORTAGE,1,Urgent cash need
increase credit,DEBT_PRESSURE,1,Growing credit balances
install,NEUTRAL_BENIGN,0,Routine installment or installation
internet food,LIQUIDITY_SHORTAGE,1,Basic living expenses coverage
invest add,NEUTRAL_BENIGN,0,routine investment mention
investment add,NEUTRAL_BENIGN,0,routine investment mention
job company,NEUTRAL_BENIGN,0,stable employment reference
late credit,LIQUIDITY_SHORTAGE,1,past due payment signal
lesson,NEUTRAL_BENIGN,0,general conversational prose
license,NEUTRAL_BENIGN,0,routine credential mention
lower apr,NEUTRAL_BENIGN,0,rate improvement goal not distress
marriage,NEUTRAL_BENIGN,0,planned life event
money saving,NEUTRAL_BENIGN,0,positive savings sentiment
month work,NEUTRAL_BENIGN,0,employment tenure reference
month year,NEUTRAL_BENIGN,0,generic time reference
organize,NEUTRAL_BENIGN,0,planning language
pay bank,NEUTRAL_BENIGN,0,routine payment logistics
pay currently,NEUTRAL_BENIGN,0,routine payment status
pay school,NEUTRAL_BENIGN,0,planned education expense
pay timely,NEUTRAL_BENIGN,0,positive repayment history
performance,NEUTRAL_BENIGN,0,general descriptive term
pull,NEUTRAL_BENIGN,0,generic credit pull logistics
reach goal,NEUTRAL_BENIGN,0,positive sentiment
reduction,NEUTRAL_BENIGN,0,generic reduction reference
refinance credit,DEBT_PRESSURE,1,refinancing existing credit balances
refuse,NEUTRAL_BENIGN,0,general conversational prose
register,NEUTRAL_BENIGN,0,routine administrative term
ridiculous,DEBT_PRESSURE,1,typically describes ridiculous interest rates
score pay,NEUTRAL_BENIGN,0,credit score and payment mention
social,NEUTRAL_BENIGN,0,generic term
sound,NEUTRAL_BENIGN,0,positive stability sentiment
substantial,NEUTRAL_BENIGN,0,generic magnitude descriptor
town,NEUTRAL_BENIGN,0,location reference
twice,NEUTRAL_BENIGN,0,generic frequency term
visit,NEUTRAL_BENIGN,0,general conversational prose
wasn,NEUTRAL_BENIGN,0,tokenized contraction fragment
year income,NEUTRAL_BENIGN,0,stable income reference
year term,NEUTRAL_BENIGN,0,routine loan term logistics
aren,NEUTRAL_BENIGN,0,tokenized contraction fragment
breakdown,SHOCK_EMERGENCY,1,unexpected vehicle or equipment failure
buyer,NEUTRAL_BENIGN,0,planned purchase reference
carpet,NEUTRAL_BENIGN,0,routine home improvement item
collection,LIQUIDITY_SHORTAGE,1,accounts in collections signals delinquency
college graduate,NEUTRAL_BENIGN,0,education background reference
consider request,NEUTRAL_BENIGN,0,routine application prose
consolidate monthly,DEBT_PRESSURE,1,consolidating multiple monthly debt payments
corporate,NEUTRAL_BENIGN,0,employment context
correct,NEUTRAL_BENIGN,0,general conversational prose
couldn,NEUTRAL_BENIGN,0,tokenized contraction fragment
count,NEUTRAL_BENIGN,0,generic term
current payment,NEUTRAL_BENIGN,0,routine payment status
debt able,DEBT_PRESSURE,1,debt repayment capacity concern
debt use,DEBT_PRESSURE,1,debt utilization reference
debt work,DEBT_PRESSURE,1,working through debt load
die,SHOCK_EMERGENCY,1,Death event signals exogenous distress
don know,NEUTRAL_BENIGN,0,Conversational uncertainty filler
equity home,NEUTRAL_BENIGN,0,Routine home equity reference
excellent payment,NEUTRAL_BENIGN,0,Positive repayment history
exist credit,NEUTRAL_BENIGN,0,Neutral existing credit reference
expense pay,LIQUIDITY_SHORTAGE,1,Covering expenses indicates cash-flow strain
fail,SHOCK_EMERGENCY,1,Failure event signals distress
finance charge,DEBT_PRESSURE,1,Mounting interest charges
florida,NEUTRAL_BENIGN,0,Geographic location
gap,LIQUIDITY_SHORTAGE,1,Funding gap implies shortfall
grateful,NEUTRAL_BENIGN,0,Positive sentiment
hear,NEUTRAL_BENIGN,0,Conversational prose
heloc,NEUTRAL_BENIGN,0,Standard secured credit product
help greatly,NEUTRAL_BENIGN,0,General appeal phrasing
hour week,NEUTRAL_BENIGN,0,Employment hours description
household expense,LIQUIDITY_SHORTAGE,1,Basic living costs coverage
initial,NEUTRAL_BENIGN,0,Generic ordinal term
inquiry,NEUTRAL_BENIGN,0,Routine credit inquiry mention
insurance company,NEUTRAL_BENIGN,0,Routine entity reference
intend use,NEUTRAL_BENIGN,0,Stated loan purpose logistics
international,NEUTRAL_BENIGN,0,Generic descriptor
original,NEUTRAL_BENIGN,0,Generic descriptor
pay account,NEUTRAL_BENIGN,0,Routine account payment logistics
pay consolidate,NEUTRAL_BENIGN,0,Standard consolidation intent
pay use,NEUTRAL_BENIGN,0,Generic payment usage phrase
payment account,NEUTRAL_BENIGN,0,Routine payment logistics
payment good,NEUTRAL_BENIGN,0,Positive payment record
peace,NEUTRAL_BENIGN,0,Positive sentiment
plan debt,NEUTRAL_BENIGN,0,Planned debt management
play,NEUTRAL_BENIGN,0,Conversational prose
plumb,SHOCK_EMERGENCY,1,Urgent plumbing repair need
possibly,NEUTRAL_BENIGN,0,Hedging filler word
production,NEUTRAL_BENIGN,0,Occupational context
progress,NEUTRAL_BENIGN,0,Positive trajectory
purchase use,NEUTRAL_BENIGN,0,Routine purchase purpose
relationship,NEUTRAL_BENIGN,0,General conversational prose
relief,LIQUIDITY_SHORTAGE,1,Seeking relief implies financial strain
request consolidate,NEUTRAL_BENIGN,0,Standard consolidation request
responsible pay,NEUTRAL_BENIGN,0,Positive repayment behavior
settle,DEBT_PRESSURE,1,Debt settlement signals distress
settlement,DEBT_PRESSURE,1,Debt settlement indicates impairment
space,NEUTRAL_BENIGN,0,Generic noun
steadily,NEUTRAL_BENIGN,0,Stability descriptor
sufficient,NEUTRAL_BENIGN,0,Adequacy descriptor
supervisor,NEUTRAL_BENIGN,0,Stable employment role
target,NEUTRAL_BENIGN,0,Generic goal term
treatment,SHOCK_EMERGENCY,1,Medical treatment need
unexpected expense,SHOCK_EMERGENCY,1,Sudden unplanned cost
value home,NEUTRAL_BENIGN,0,Asset valuation reference
view,NEUTRAL_BENIGN,0,General conversational prose
way pay,NEUTRAL_BENIGN,0,generic repayment phrasing
work history,NEUTRAL_BENIGN,0,employment background descriptor
work stable,NEUTRAL_BENIGN,0,stable employment signal
year look,NEUTRAL_BENIGN,0,generic temporal prose
year start,NEUTRAL_BENIGN,0,generic temporal prose
able save,NEUTRAL_BENIGN,0,positive savings capacity
accomplish,NEUTRAL_BENIGN,0,positive goal language
accord,NEUTRAL_BENIGN,0,generic conversational prose
additional question,NEUTRAL_BENIGN,0,routine loan logistics
administration,NEUTRAL_BENIGN,0,occupational or institutional term
administrator,NEUTRAL_BENIGN,0,job title
annually,NEUTRAL_BENIGN,0,routine time frequency
birth,NEUTRAL_BENIGN,0,planned life event
card apr,DEBT_PRESSURE,1,credit card interest burden
comfortably,NEUTRAL_BENIGN,0,positive affordability sentiment
commute,NEUTRAL_BENIGN,0,routine daily logistics
conservative,NEUTRAL_BENIGN,0,prudent financial posture
corporation,NEUTRAL_BENIGN,0,employer descriptor
cover expense,LIQUIDITY_SHORTAGE,1,struggling to meet living costs
credit payment,DEBT_PRESSURE,1,ongoing credit obligations
damage,SHOCK_EMERGENCY,1,unexpected property damage repair
debt save,DEBT_PRESSURE,1,debt-focused consolidation framing
debt start,DEBT_PRESSURE,1,debt accumulation narrative
debt try,DEBT_PRESSURE,1,struggling with debt load
develop,NEUTRAL_BENIGN,0,generic prose verb
don pay,LIQUIDITY_SHORTAGE,1,inability to pay signal
eat,LIQUIDITY_SHORTAGE,1,basic living necessity strain
exactly,NEUTRAL_BENIGN,0,generic conversational filler
expect pay,NEUTRAL_BENIGN,0,routine repayment intent
expense add,LIQUIDITY_SHORTAGE,1,mounting expenses exceeding cash
fully pay,NEUTRAL_BENIGN,0,positive full repayment intent
fund far,NEUTRAL_BENIGN,0,routine funding progress talk
garage,NEUTRAL_BENIGN,0,property or home feature
good investment,NEUTRAL_BENIGN,0,positive planned use
health insurance,NEUTRAL_BENIGN,0,routine coverage mention
help family,NEUTRAL_BENIGN,0,general supportive prose
highly,NEUTRAL_BENIGN,0,generic intensifier
history pay,NEUTRAL_BENIGN,0,payment track record
honor,NEUTRAL_BENIGN,0,positive commitment sentiment
hope help,NEUTRAL_BENIGN,0,general conversational appeal
income job,NEUTRAL_BENIGN,0,stable employment income
increase rat,DEBT_PRESSURE,1,rising interest rate burden
instal,NEUTRAL_BENIGN,0,routine installment logistics
job stability,NEUTRAL_BENIGN,0,stable employment signal
lend money,NEUTRAL_BENIGN,0,routine borrowing logistics
live home,NEUTRAL_BENIGN,0,housing situation descriptor
live mean,NEUTRAL_BENIGN,0,living within means
locate,NEUTRAL_BENIGN,0,generic location prose
lower credit,DEBT_PRESSURE,1,credit utilization or rate concern
maybe,NEUTRAL_BENIGN,0,generic conversational hedge
month plan,NEUTRAL_BENIGN,0,routine repayment planning language
month use,NEUTRAL_BENIGN,0,generic time reference
monthly credit,NEUTRAL_BENIGN,0,routine credit account reference
negative,LIQUIDITY_SHORTAGE,1,suggests negative balance or cash deficit
operation,SHOCK_EMERGENCY,1,medical procedure implies health shock
pay half,DEBT_PRESSURE,1,partial payment signals strained obligations
pay little,DEBT_PRESSURE,1,minimal payments indicate debt strain
pay personal,NEUTRAL_BENIGN,0,routine personal loan payment
payment home,NEUTRAL_BENIGN,0,routine mortgage payment reference
payment minimum,DEBT_PRESSURE,1,minimum payments signal revolving debt trap
payment try,LIQUIDITY_SHORTAGE,1,struggling to make payments
peer peer,NEUTRAL_BENIGN,0,platform logistics term
pension,NEUTRAL_BENIGN,0,stable retirement income source
physician,NEUTRAL_BENIGN,0,occupation reference
plant,NEUTRAL_BENIGN,0,workplace or facility reference
plus year,NEUTRAL_BENIGN,0,tenure or duration phrase
police,NEUTRAL_BENIGN,0,stable occupation reference
proof,NEUTRAL_BENIGN,0,documentation logistics
pursue,NEUTRAL_BENIGN,0,goal oriented planning language
really help,NEUTRAL_BENIGN,0,conversational appeal phrase
reduce monthly,DEBT_PRESSURE,1,seeking relief from monthly debt burden
refund,NEUTRAL_BENIGN,0,routine financial transaction
register nurse,NEUTRAL_BENIGN,0,stable occupation reference
rely,NEUTRAL_BENIGN,0,general dependence prose
reserve,NEUTRAL_BENIGN,0,savings or military reference
simplify,NEUTRAL_BENIGN,0,consolidation convenience framing
slow,NEUTRAL_BENIGN,0,ambiguous pace descriptor
spring,NEUTRAL_BENIGN,0,seasonal timing reference
start work,NEUTRAL_BENIGN,0,employment beginning reference
student credit,DEBT_PRESSURE,1,student debt obligation
tech,NEUTRAL_BENIGN,0,industry or occupation reference
tenure,NEUTRAL_BENIGN,0,job stability indicator
texas,NEUTRAL_BENIGN,0,geographic reference
timely payment,NEUTRAL_BENIGN,0,positive repayment history
total month,NEUTRAL_BENIGN,0,routine aggregation phrase
trailer,NEUTRAL_BENIGN,0,housing or vehicle reference
tree,NEUTRAL_BENIGN,0,property or landscaping reference
use home,NEUTRAL_BENIGN,0,home related purpose
wage,NEUTRAL_BENIGN,0,income source reference
washington,NEUTRAL_BENIGN,0,geographic reference
worthy,NEUTRAL_BENIGN,0,positive sentiment appeal
account close,NEUTRAL_BENIGN,0,routine account logistics
active,NEUTRAL_BENIGN,0,account or duty status
amaze,NEUTRAL_BENIGN,0,positive sentiment expression
anymore,LIQUIDITY_SHORTAGE,1,signals inability to continue paying
army,NEUTRAL_BENIGN,0,stable employment reference
